4.407247738717505854e+02,8.748383013187429924e+01,0.000000000000000000e+00,5.999999999999999778e-01,5.999999999999999778e-01,0.000000000000000000e+00
4.309222294826339805e+01,-1.489498113717948513e+02,7.840000000000000302e-01,5.999999999999999778e-01,5.999999999999999778e-01,7.840000000000000302e-01
3.819987173517979784e+01,-1.466435178608905403e+02,7.750000000000000222e-01,5.999999999999999778e-01,5.999999999999999778e-01,7.750000000000000222e-01
4.211701460781600304e+01,-1.474212670369367117e+02,7.279999999999999805e-01,5.999999999999999778e-01,5.999999999999999778e-01,7.279999999999999805e-01
3.940047546457312677e+01,-1.462467611956004987e+02,6.300000000000000044e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.300000000000000044e-01
3.928964281244576284e+01,-1.438206125904495707e+02,6.320000000000000062e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.320000000000000062e-01
3.987223937945254448e+01,-1.380786405617618016e+02,4.069999999999999729e-01,5.999999999999999778e-01,5.999999999999999778e-01,4.069999999999999729e-01
4.467635879101883489e+01,-1.437752161440050713e+02,5.430000000000000382e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.430000000000000382e-01
4.036005269681383112e+01,-1.524706594535482509e+02,7.910000000000000364e-01,5.999999999999999778e-01,5.999999999999999778e-01,7.910000000000000364e-01
4.333092187189590305e+01,-1.524282579928456585e+02,7.570000000000000062e-01,5.999999999999999778e-01,5.999999999999999778e-01,7.570000000000000062e-01
3.686195041610486811e+01,-1.442562320176274397e+02,6.320000000000000062e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.320000000000000062e-01
3.699666993371769763e+01,-1.422108099035116595e+02,6.049999999999999822e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.049999999999999822e-01
3.790489104207139803e+01,-1.409446299249269146e+02,5.520000000000000462e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.520000000000000462e-01
4.573334750116895719e+01,-1.481116684179816048e+02,4.209999999999999853e-01,5.999999999999999778e-01,5.999999999999999778e-01,4.209999999999999853e-01
3.769192584755737130e+01,-1.446392684695538549e+02,6.860000000000000542e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.860000000000000542e-01
8.131003923294134239e+00,-1.001994398686164658e+02,6.720000000000000417e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.720000000000000417e-01
9.465687486894427849e+00,-1.054265026072416873e+02,7.850000000000000311e-01,5.999999999999999778e-01,5.999999999999999778e-01,7.850000000000000311e-01
3.998458696582354577e+01,-1.365691200258469848e+02,4.839999999999999858e-01,5.999999999999999778e-01,5.999999999999999778e-01,4.839999999999999858e-01
3.873082998003530975e+01,-1.491295211379269574e+02,6.750000000000000444e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.750000000000000444e-01
5.136354611750226695e+01,-1.727322476596752665e+02,6.049999999999999822e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.049999999999999822e-01
1.622879118951968991e+01,-1.345611684000222112e+02,1.002000000000000002e+00,5.999999999999999778e-01,5.999999999999999778e-01,1.002000000000000002e+00
3.313977532791718517e+01,-1.500434416002720184e+02,9.899999999999999911e-01,5.999999999999999778e-01,5.999999999999999778e-01,9.899999999999999911e-01
