4.407247738717505854e+03,8.748383013187429924e+02,0.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
4.309222294826340089e+02,-1.489498113717948399e+03,7.839999999999999858e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.839999999999999858e+00
3.819987173517979500e+02,-1.466435178608905517e+03,7.750000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.750000000000000000e+00
4.211701460781600304e+02,-1.474212670369367061e+03,7.280000000000000249e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.280000000000000249e+00
3.940047546457312819e+02,-1.462467611956004930e+03,6.299999999999999822e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.299999999999999822e+00
3.928964281244576000e+02,-1.438206125904495821e+03,6.320000000000000284e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.320000000000000284e+00
3.987223937945254306e+02,-1.380786405617617902e+03,4.070000000000000284e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.070000000000000284e+00
4.467635879101883347e+02,-1.437752161440050713e+03,5.429999999999999716e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.429999999999999716e+00
4.036005269681382970e+02,-1.524706594535482509e+03,7.910000000000000142e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.910000000000000142e+00
4.333092187189590163e+02,-1.524282579928456698e+03,7.570000000000000284e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.570000000000000284e+00
3.686195041610486669e+02,-1.442562320176274625e+03,6.320000000000000284e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.320000000000000284e+00
3.699666993371769763e+02,-1.422108099035116538e+03,6.049999999999999822e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.049999999999999822e+00
3.790489104207139235e+02,-1.409446299249269032e+03,5.519999999999999574e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.519999999999999574e+00
4.573334750116895862e+02,-1.481116684179815820e+03,4.209999999999999964e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.209999999999999964e+00
3.769192584755737130e+02,-1.446392684695538492e+03,6.860000000000000320e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.860000000000000320e+00
8.131003923294134950e+01,-1.001994398686164686e+03,6.719999999999999751e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.719999999999999751e+00
9.465687486894428559e+01,-1.054265026072416731e+03,7.849999999999999645e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.849999999999999645e+00
3.998458696582354719e+02,-1.365691200258469962e+03,4.839999999999999858e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.839999999999999858e+00
3.873082998003530975e+02,-1.491295211379269631e+03,6.750000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.750000000000000000e+00
5.136354611750226695e+02,-1.727322476596752495e+03,6.049999999999999822e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.049999999999999822e+00
1.622879118951968849e+02,-1.345611684000222112e+03,1.001999999999999957e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.001999999999999957e+01
3.313977532791718659e+02,-1.500434416002720354e+03,9.900000000000000355e+00,6.000000000000000000e+00,6.000000000000000000e+00,9.900000000000000355e+00
3.328469516994524611e+02,-1.519053011466782664e+03,8.300000000000000711e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.300000000000000711e+00
3.495222673762216914e+02,-1.481853194857474818e+03,8.060000000000000497e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.060000000000000497e+00
7.586012362834998157e+01,-1.163676482458700093e+03,1.317999999999999972e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.317999999999999972e+01
5.975890024348161944e+01,-1.161413211332269611e+03,1.293999999999999950e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.293999999999999950e+01
9.191064786512404794e+01,-1.211826107954272402e+03,1.142999999999999972e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.142999999999999972e+01
1.096199992787465476e+02,-1.215925155082384663e+03,1.124000000000000021e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.124000000000000021e+01
6.694982664492913216e+01,-1.193554038341504111e+03,1.106000000000000050e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.106000000000000050e+01
3.449003356229234214e+02,-1.452010021083370020e+03,8.380000000000000782e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.380000000000000782e+00
3.594199516253918318e+02,-1.476561839175039722e+03,8.009999999999999787e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.009999999999999787e+00
-1.706409269058238749e+02,-1.679481164813750183e+03,8.849999999999999645e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.849999999999999645e+00
-1.593038349870033699e+02,-1.681253647918358411e+03,8.750000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.750000000000000000e+00
-2.230124565233383294e+02,-1.640447550122612711e+03,1.100999999999999979e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.100999999999999979e+01
7.485648587944916699e+01,-1.985978064097796960e+03,1.138000000000000078e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.138000000000000078e+01
3.713054976592492267e+02,-1.326500610855689729e+03,6.330000000000000071e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.330000000000000071e+00
4.355493226330540892e+02,-1.289122611735588862e+03,4.500000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.500000000000000000e+00
2.507400865491013917e+02,-1.353556089163565730e+03,8.490000000000000213e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.490000000000000213e+00
2.537224973234068557e+02,-1.342394693427752372e+03,8.330000000000000071e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.330000000000000071e+00
2.670206699974182811e+02,-1.352561253543222620e+03,7.799999999999999822e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.799999999999999822e+00
2.520694088604859928e+02,-1.318450237103559175e+03,7.780000000000000249e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.780000000000000249e+00
2.766689245595038074e+02,-1.337718395758923180e+03,7.150000000000000355e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.150000000000000355e+00
2.150444183001667398e+02,-1.434599016871843560e+03,8.359999999999999432e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.359999999999999432e+00
2.297276917307916904e+02,-1.242567186038811997e+03,1.083000000000000007e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.083000000000000007e+01
2.478679001344740414e+02,-1.251437595335323749e+03,9.070000000000000284e+00,6.000000000000000000e+00,6.000000000000000000e+00,9.070000000000000284e+00
1.957430472504533725e+02,-1.185550888043426085e+03,1.100000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,1.100000000000000000e+01
